ID/Hash,Fecha Detección,Título,Empresa,Score %,Modalidad,Enlace Directo,Salario,Resumen de Afinidad,Estado,Notas Usuario
4e75a3d1c7ac2960,2026-09-24 15:23,Desarrollador .net / python,Cinte Colombia SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-net-python-1886755130,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
9c57ab51260539d2,2026-09-24 15:23,Desarrollador python. remoto,Cinte Colombia SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-python-remoto-1886750332,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
c8b9722c0f037d1c,2026-09-24 15:23,"Desarrollador python, pyspark, airflow. remoto",Cinte Colombia SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-python-pyspark-airflow-remoto-1886750989,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
4097434732b87693,2026-09-24 15:23,"Desarrollador python, pyspark, airflow. remoto",Cinte Colombia SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-python-pyspark-airflow-remoto-1886768679,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
947b01ae0a945f0d,2026-09-24 15:23,Desarrollador / diseñador python,Cinte Colombia SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-disenador-python-1886755154,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
54722f93ecad86d6,2026-09-24 15:23,Especialista de sql,Confidencial,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/especialista-de-sql-1886771843,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
66d1f18add5f7a9f,2026-09-24 15:23,Programador python,ASISTALENTO SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/programador-python-1886747195,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
0c0cbba25a62a873,2026-09-24 15:23,Programador python,ASISTALENTO SAS,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/programador-python-1886759830,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7987b5b03e63ab6f,2026-09-24 15:23,Analista de datos sql/aws,INTER RAPIDISIMO,88.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-datos-sql-aws-1886761195,,"[Afinidad: 88/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
c582f78c40a8cbef,2026-09-24 15:23,Analista de soporte técnico Software AML,QUALITA CORP,73.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-tecnico-software-aml-technical-support-analyst-en-cali-E6235476DD4F0EA861373E686DCF3405,"$ 2.600.000,00 (Mensual)","[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
c15b23736599b6ea,2026-09-24 15:23,Representante de Soporte Técnico,Importante empresa del sector,73.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-de-soporte-tecnico-bilingue-c1-en-bogota-dc-F55CBFF60004B2D661373E686DCF3405,"$ 2.500.000,00 (Mensual)","[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
a24e415f10a83868,2026-09-24 15:23,Asesores de Soporte Técnico desde Casa/ Salario fijo + variable,emtelco,73.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesores-de-soporte-tecnico-desde-casa-salario-fijo-variable-en-medellin-746BA0FF31FDCC9B61373E686DCF3405,"$ 2.000.000,00 (Mensual)","[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
08e5d9a6ae76478b,2026-09-24 15:23,Analista de soporte tecnico,HITSS,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-soporte-tecnico-1886747091,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7fc45dde38ffcf1a,2026-09-24 15:23,Analista mesa de ayuda help desk bogotá,Pro TALENTI,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-mesa-de-ayuda-help-desk-bogota-1886758291,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
a6b77694deed4eda,2026-09-24 15:23,Help Desk Technician Level 1,SOLVO S.A.S,73.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-help-desk-technician-level-1-it-support-analyst-en-medellin-426546345875532361373E686DCF3405,Remoto,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
17bcb3c669035312,2026-09-24 15:23,Analista de soporte y mesa de ayuda ii,TP COLOMBIA,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-soporte-y-mesa-de-ayuda-ii-1886760204,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
f49243c0d93e8dc6,2026-09-24 15:23,Help desk analyst l1 bilingüe,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/help-desk-analyst-l1-bilingue-ingles-conversational-entre-b2c1-1886760008,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
def61dbcc70790b0,2026-09-24 15:23,Help desk analyst n1 bilingüe 24/7 (inglés conversacional) bogotá,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/help-desk-analyst-n1-bilingue-24-7-ingles-conversacional-bogota-1886760175,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
fa8514832b21e057,2026-09-24 15:23,Help desk,SISA,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/help-desk-1886691178,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7201f5ec58086561,2026-09-24 15:23,Help desk analyst n1 bilingüe (inglés conversacional) bogotá,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/help-desk-analyst-n1-bilingue-ingles-conversacional-bogota-1886752135,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
bf8e766566882d80,2026-09-24 15:23,Técnico de soporte help desk,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-de-soporte-help-desk-1886771881,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
055987ec23570846,2026-09-24 15:23,Help desk analyst n1 bilingüe (inglés conversacional) 7x24 rotativo bogotá,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/help-desk-analyst-n1-bilingue-ingles-conversacional-7x24-rotativo-bogota-1886751464,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
076d17389f43db00,2026-09-24 15:23,Analista de mesa de ayuda - soporte incidentes,Cinte Colombia SAS,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-mesa-de-ayuda-soporte-incidentes-1886762523,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
d9a2083450e72e22,2026-09-24 15:23,Técnico de soporte ti - bogota,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-de-soporte-ti-bogota-1886768638,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
41db4cb1967404e7,2026-09-24 15:23,Técnico(a) de soporte ti,SDT INGENIERIA,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnicoa-de-soporte-ti-1886746427,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
cec4961ed9898403,2026-09-24 15:23,Analista de soporte ti,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-soporte-ti-1886760221,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
8a1d6b57bc4eb8f6,2026-09-24 15:23,Helpdesk Technician,Ultimate Jet Vacations,73.0%,Remoto,https://co.linkedin.com/jobs/view/helpdesk-technician-at-ultimate-jet-vacations-4460749773,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
606652c43fad3a74,2026-09-24 15:23,Helpdesk Technician,Ultimate Jet Vacations,73.0%,Remoto,https://co.linkedin.com/jobs/view/helpdesk-technician-at-ultimate-jet-vacations-4460749769,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
14b3ce1838b7650b,2026-09-24 15:23,Information Technology Help Desk,"Pyramid Consulting, Inc",73.0%,Remoto,https://co.linkedin.com/jobs/view/information-technology-help-desk-at-pyramid-consulting-inc-4469196776,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
db74b26e8ede7d27,2026-09-24 15:23,IT Help Desk Specialist,BraveUS BPO,73.0%,Remoto,https://co.linkedin.com/jobs/view/it-help-desk-specialist-at-braveus-bpo-4469254526,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
ee4217b2fa3d599f,2026-09-24 15:23,Help Desk Technician Level 1,Solvo Global,73.0%,Remoto,https://co.linkedin.com/jobs/view/help-desk-technician-level-1-at-solvo-global-4461170901,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
26463d13fe219ac2,2026-09-24 15:23,Consultor/a SAP HelpDesk,Inetum,73.0%,Remoto,https://co.linkedin.com/jobs/view/consultor-a-sap-helpdesk-at-inetum-4443947973,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
67d48e405d92af2d,2026-09-24 15:37,Coordinado de mesa de ayuda con itil practice manager,Sinergy & Lowells,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/coordinado-de-mesa-de-ayuda-con-itil-practice-manager-1886758471,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
afee514d25ff4533,2026-09-24 15:37,Vacante de inclusión laboral - auxiliar de sistemas / mesa de ayuda,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/vacante-de-inclusion-laboral-auxiliar-de-sistemas-mesa-de-ayuda-1886764066,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
bf46f38ff92f8468,2026-09-24 15:37,Operador de soporte técnico nivel 1,Cinte Colombia SAS,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/operador-de-soporte-tecnico-nivel-1-1886759478,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
69c4d327f77f46d2,2026-09-24 15:37,Auxiliar de sistemas e infraestructura para trabajar en cota,ATIEMPO S.A.S,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-sistemas-e-infraestructura-para-trabajar-en-cota-1886766898,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
8ea6294af7e133d9,2026-09-24 15:37,Técnico o tecnólogo en sistemas | auxiliar de sistemas e infraestructura - cota,ATIEMPO S.A.S,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-o-tecnologo-en-sistemas-auxiliar-de-sistemas-e-infraestructura-cota-1886766903,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
0c0fd09d671f3d44,2026-09-24 15:37,Agente mesa de ayuda con experiencia,SONDA,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/agente-mesa-de-ayuda-con-experiencia-1886769727,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7abab155924d34a2,2026-09-24 15:37,Agente mesa de ayuda,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/agente-mesa-de-ayuda-1886771838,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
1c748c123f2775f8,2026-09-24 15:37,Agente de mesa de ayuda,SELCOMP INGENIERÍA SAS,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/agente-de-mesa-de-ayuda-1886764458,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
c2932440f3be50ff,2026-09-24 15:37,Analista mesa de ayuda para tunja,Gestión de Seguridad Electrónica,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-mesa-de-ayuda-para-tunja-1886699884,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
0b7f91df03d9708e,2026-09-24 15:37,Analista mesa de ayuda,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-mesa-de-ayuda-1886754619,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
6245a0a87c307de3,2026-09-24 15:37,Supervisor mesa de ayuda - bogotá- temporal,TIVIT COLOMBIA SAS,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/supervisor-mesa-de-ayuda-bogota-temporal-1886756748,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
03f363ab408877a2,2026-09-24 15:37,Coordinador mesa de ayuda,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/coordinador-mesa-de-ayuda-1886753194,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
42a7050c3f06b2ae,2026-09-24 15:37,Técnico de mesa de ayuda,Colsof S.A.S,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-de-mesa-de-ayuda-1886731992,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
e5d77b0fc7770ea2,2026-09-24 15:37,Agente de mesa de ayuda,SONDA,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/agente-de-mesa-de-ayuda-1886748231,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
8bb787ccf4370a8e,2026-09-24 15:37,Mesa de ayuda / bogotá,Colsof S.A.S,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/mesa-de-ayuda-bogota-1886752825,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
2c0788a7a3b3417d,2026-09-24 15:37,Analista mesa de ayuda nivel 1 / técnico o tecnólogo en sistemas / cota,IMPRESISTEM S.A.,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-mesa-de-ayuda-nivel-1-tecnico-o-tecnologo-en-sistemas-cota-1886757061,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
97a1b3f2527f8ce8,2026-09-24 15:37,Analista de mesa de ayuda l1 - medellín,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-mesa-de-ayuda-l1-medellin-1886747056,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
a0df8e7687e7665c,2026-09-24 15:37,Agente mesa de ayuda,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/agente-mesa-de-ayuda-tecnologo-o-minimo-6-semestre-de-ingenieria-1886743820,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
12aafa5353e0252c,2026-09-24 15:37,Técnico de soporte nivel 1 con itil,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-de-soporte-nivel-1-con-itil-1886769153,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
33bef2c4222966bf,2026-09-24 15:37,Gestor técnico nivel 1,Gestión de Seguridad Electrónica,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/gestor-tecnico-nivel-1-soporte-ti-tunja-1886700537,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
759c05a3a2a45bb7,2026-09-24 15:37,Técnico de soporte de redes y datacenter - bogotá,TALYCAP GLOBAL SAS,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-de-soporte-de-redes-y-datacenter-bogota-1886765274,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
5d9bd5e6584b63b9,2026-09-24 15:37,Technical Support Help Desk,Sutherland,73.0%,Remoto,https://co.linkedin.com/jobs/view/technical-support-help-desk-at-sutherland-4466891252,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7652a72b60c5253a,2026-09-24 15:37,Helpdesk & Customer Suceess Operation Agent,Regnology,73.0%,Remoto,https://co.linkedin.com/jobs/view/helpdesk-customer-suceess-operation-agent-at-regnology-4463373207,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
b1a7f88a1318843e,2026-09-24 15:23,Desarrollador backend junior,Confidencial,70.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-backend-junior-laravel-python-1886746541,,"[Afinidad: 70/100 - Alta Afinidad] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
2b821e4219343f51,2026-09-24 15:23,Desarrollador(a) full stack python + react,Confidencial,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrolladora-full-stack-python-react-1886745481,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
f23a3e45ab69720c,2026-09-24 15:23,"Desarrollador fullstack .net, python, ia generativa - remoto",Cinte Colombia SAS,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/desarrollador-fullstack-net-python-ia-generativa-remoto-1886767813,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Soporte Técnico de Sistemas, Hardware y Redes. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
