ID/Hash,Fecha Detección,Título,Empresa,Score %,Modalidad,Enlace Directo,Salario,Resumen de Afinidad,Estado,Notas Usuario
6bf2402aaa779ade,2026-09-24 16:07,1626506410-20 - auxiliar de facturación - engativá,AGENCIA DE EMPLEO Y FOMENTO EMPRESARIAL COMPENSAR,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/162650641020-auxiliar-de-facturacion-engativa-1886768147,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
9211ddea62d9bfb6,2026-09-24 16:07,Auxiliar de facturación experiencia en armado y radicación de cuentas,Fundación Santa Fe de Bogotá,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-experiencia-en-armado-y-radicacion-de-cuentas-1886744224,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
1525a4a624cf5cd3,2026-09-24 16:07,Auxiliar de facturacion cuentas medicas indefinido,MEDICALL TALENTO HUMANO S.A.S.,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-cuentas-medicas-indefinido-1886767336,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
d24c0581ada3f712,2026-09-24 16:07,Recepcionista auxiliar de facturación área laboratorio clínico,Fundación Santa Fe de Bogotá,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/recepcionista-auxiliar-de-facturacion-area-laboratorio-clinico-1886771966,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
fb3dea6d6d65b76e,2026-09-24 16:07,Auxiliar de facturacion conocimientos en sap,ATIEMPO S.A.S,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-conocimientos-en-sap-1886753956,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
88175481acb2458e,2026-09-24 16:07,Asistente contable y facturacion,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/asistente-contable-y-facturacion-1886744516,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
d82065ac5307df49,2026-09-24 16:07,Auxiliar de facturación,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-1886758187,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
25faa90c6ef28e21,2026-09-24 16:07,Auxiliar de facturación e inventarios,Human construction sas,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-e-inventarios-1886756606,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
a40cdd7efd6dc67a,2026-09-24 16:07,Auxiliar de facturación urgencias / hospitalizacion,Fundación Santa Fe de Bogotá,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-urgencias-hospitalizacion-1886752826,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
72196b37f0710891,2026-09-24 16:07,Asistente de operaciones y facturación,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-operaciones-y-facturacion-1886763278,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
aa68d537158b69c9,2026-09-24 16:07,Auxiliar de facturación,Confidencial,73.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-facturacion-1886760972,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
32a63b8bbac24a30,2026-09-24 16:07,Auxiliar de Facturación - Área Financiera,Philippi Prietocarrizosa Ferrero DU & Uria,73.0%,Remoto,https://co.linkedin.com/jobs/view/auxiliar-de-facturaci%C3%B3n-%C3%A1rea-financiera-at-philippi-prietocarrizosa-ferrero-du-uria-4460252170,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
368b286993a892d4,2026-09-24 16:07,Auxiliar regional de facturación y recaudo,Interaseo S.A.S. E.S.P.,73.0%,Remoto,https://co.linkedin.com/jobs/view/auxiliar-regional-de-facturaci%C3%B3n-y-recaudo-at-interaseo-s-a-s-e-s-p-4471161048,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
80916d693f0f0430,2026-09-24 16:07,Auxiliar de Facturacion y Cartera,Eurofins,73.0%,Remoto,https://co.linkedin.com/jobs/view/auxiliar-de-facturacion-y-cartera-at-eurofins-4454827077,,"[Afinidad: 73/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
d7b10cded83b71f2,2026-09-24 16:07,Analista junior de facturación y telecomunicaciones,TP COLOMBIA,70.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-junior-de-facturacion-y-telecomunicaciones-1886758607,,"[Afinidad: 70/100 - Alta Afinidad] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7c8e4b63802fbfdd,2026-09-24 16:07,Analista de facturacion - mocoa,Clínica Medilaser S.A.S,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-facturacion-mocoa-1886758704,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
6a1a399dbe055821,2026-09-24 16:07,Analista de facturación,CONTINAUTOS S.A.,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-facturacion-1886758032,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
8d104e6e0596782f,2026-09-24 16:07,Analista de facturación - zipaquira,Confidencial,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-facturacion-zipaquira-1886769380,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
30c981b787bd9e84,2026-09-24 16:07,Analista de facturación,IMPULSO TEMPORAL SAS,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-de-facturacion-1886751641,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
6ba85335e71be4cc,2026-09-24 16:07,Analista de Facturacion,Experian Spanish Latam,68.0%,Remoto,https://co.linkedin.com/jobs/view/analista-de-facturacion-at-experian-spanish-latam-4462035775,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
0ba2c0ed565928ee,2026-09-24 16:07,Analista de facturación y gasto,AXA Partners,68.0%,Remoto,https://co.linkedin.com/jobs/view/analista-de-facturaci%C3%B3n-y-gasto-at-axa-partners-4468296274,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
2adbc58cb85c19c7,2026-09-24 16:07,Analista de Facturación de servicios,Américas BPS,68.0%,Remoto,https://co.linkedin.com/jobs/view/analista-de-facturaci%C3%B3n-de-servicios-at-am%C3%A9ricas-bps-4464891719,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en Herramientas Ofimáticas, Excel y Soporte Contable / Facturación. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
8ea64e48a843110e,2026-09-24 16:07,Auxiliar de Digitación y Validación de Información,Hy Cite,66.0%,Remoto,https://co.linkedin.com/jobs/view/auxiliar-de-digitaci%C3%B3n-y-validaci%C3%B3n-de-informaci%C3%B3n-at-hy-cite-4444163970,,"[Afinidad: 66/100 - Afinidad Moderada] Alta coincidencia técnica en Gestión Administrativa, Documental y Archivo. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
0810fb157c23918e,2026-09-24 16:07,Junior Tax Accountant / Data entry,"George Dimov, CPA",60.0%,Remoto,https://co.linkedin.com/jobs/view/junior-tax-accountant-data-entry-remote-at-george-dimov-cpa-4468922588,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
b9e81da0bd12d416,2026-09-24 16:07,Auxiliar administrativo,VR RISK,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-remoto-en-bogota-dc-08C32BD16679929A61373E686DCF3405,"$ 2.000.000,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
60a767236cb83e2b,2026-09-24 16:07,Asistente Administrativo y de Operaciones,Direct Home Solutions,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-y-de-operaciones-remoto-en-pereira-737F61DE07AA2E7F61373E686DCF3405,"$ 2.600.000,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
04855c966d018926,2026-09-24 16:07,Auxiliar administrativo/a Vacante Inclusiva para personas con Discapacidad,CENTRO DE EMPLEO Y TALENTO COLSUBSIDIO,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativoa-vacante-inclusiva-para-personas-con-discapacidad-en-bogota-dc-F5B96991A8C617B661373E686DCF3405,"$ 2.000.000,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
a30e3afa7b66502b,2026-09-24 16:07,auxiliar administrativo/a,ELITE SKIN ITALY S.A.S,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativoa-virtual-remoto-con-o-sin-experiencia-en-bogota-dc-246C4633B2C1D28D61373E686DCF3405,"$ 2.000.000,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
899512a1b5af847f,2026-09-24 16:07,auxiliar contable y administrativo,AZ LOGICA SAS,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-y-administrativo-en-bogota-dc-E79FB52CC71B1AAF61373E686DCF3405,"$ 2.000.000,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
0048b5632ef5acf6,2026-09-24 16:07,Asistente Administrativo,Naonsoft,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-en-medellin-268B37E50FB0D28461373E686DCF3405,Remoto,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
062ee3244ed08bb4,2026-09-24 16:07,Asistente de Servicio al Cliente y Administrativo,Health and Fitness,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-servicio-al-cliente-y-administrativo-ingles-nativo-requerido-ingles-nativo-requerido-en-colombia-BA7538B8C571FA9F61373E686DCF3405,"$ 2.500.000,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
90d5245bdef0186a,2026-09-24 16:07,Asistente administrativo y financiero,SOLVO S.A.S,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-y-financiero-b2-en-bogota-dc-8B5C137D8309F1F661373E686DCF3405,Remoto,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
760f13e3724f6b31,2026-09-24 16:07,Asistente administrativo y financiero,SOLVO S.A.S,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-y-financiero-b2-en-medellin-837774FFD1C514D261373E686DCF3405,Remoto,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
2d0d5c2d341e3d17,2026-09-24 16:07,Asistente administrativo y financiero,SOLVO S.A.S,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-y-financiero-b2-en-barranquilla-08F31F737CD14CED61373E686DCF3405,Remoto,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
63592c52663ab0e0,2026-09-24 16:07,Auxiliar administrativo horario flexible remoto,Empire Co,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-horario-flexible-remoto-1886769479,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
729fb015086632d9,2026-09-24 16:07,Asistente de cuentas por pagar o tesoreria -remoto,Confidencial,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/asistente-de-cuentas-por-pagar-o-tesoreria-remoto-1886744484,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
e4a3b83ad6ab6438,2026-09-24 16:07,Auxiliar administrativo(a) - licencia,FUCS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativoa-licencia-1886759487,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
2b1aa0caccddf7e4,2026-09-24 16:07,Auxiliar administrativo,Cruz Roja Colombiana Seccional Cundinamarca y Bogotá.,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-1886753336,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
f864b0373b9419ab,2026-09-24 16:07,Auxiliar administrativo -ciencias basicas,Confidencial,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-ciencias-basicas-1886759929,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
00a48d615f284d91,2026-09-24 16:07,Auxiliar administrativo,Confidencial,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-bienestar-universitario-1886744996,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
0544391db42d3941,2026-09-24 16:07,Auxiliar administrativo,FUCS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativoa-1886769676,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
e4338d6723631384,2026-09-24 16:07,Auxiliar administrativo y de logística corporativa,Confidencial,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-y-de-logistica-corporativa-1886765843,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
54d4c3f98f954a41,2026-09-24 16:07,Auxiliar administrativo educación continua,Fundación Santa Fe de Bogotá,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-educacion-continua-1886750214,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
e824af898bf9a932,2026-09-24 16:07,Auxiliar administrativo y financiero,Confidencial,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-y-financiero-1886753619,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
54c86d8a0d796617,2026-09-24 16:07,Auxiliar administrativa,ASISTALENTO SAS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativa-1886767177,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
372b28276b98282f,2026-09-24 16:07,Secretaria administrativa,FUNDACIÓN ANDES,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/secretaria-administrativa-1886756322,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
cee8b3db11750755,2026-09-24 16:07,Auxiliar administrativo de obra,GRUPO AR S.A.,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/auxiliar-administrativo-de-obra-1886747241,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
f86d411dd7ab31c0,2026-09-24 16:07,Asistente administrativa supernumeraria,Grupo Good,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/asistente-administrativa-supernumeraria-1886762173,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
02d246dd2c1d19fd,2026-09-24 16:07,Asistente ejecutiva,Confidencial,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/asistente-ejecutiva-1886745926,,[Afinidad: 58/100 - Afinidad Moderada] Afinidad moderada en áreas técnicas del cargo (Auxiliar Administrativo / Asistente Virtual). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
