ID/Hash,Fecha Detección,Título,Empresa,Score %,Modalidad,Enlace Directo,Salario,Resumen de Afinidad,Estado,Notas Usuario
b20483f07ee4b9c0,2026-09-22 05:09,Especialista en sg-sst | prestación de servicios,Confidencial,70.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/especialista-en-sgsst-prestacion-de-servicios-1886764855,,[Afinidad: 70/100 - Alta Afinidad] Alta coincidencia en gestión de Seguridad y Salud en el Trabajo (SST). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
d7290bda5f5a3783,2026-09-22 03:17,Director de proyecto vias,Confidencial,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/director-de-proyecto-vias-1886748722,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
30674ca816381080,2026-09-22 05:09,"ing civil , transporte y vias , director de planeacion, control , ejecucion de proyectos",Gestión Vial Integral S.A.S.,68.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ing-civil-transporte-y-vias-director-de-planeacion-control-ejecucion-de-proyectos-experiencia-infraestructura-vial-en-bogota-dc-DCC22A4E637235E061373E686DCF3405,"$ 8.000.000,00 (Mensual)","[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
d1f260d2af51a1e6,2026-09-22 05:09,Director de proyecto vias,Confidencial,68.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/director-de-proyecto-vias-1886748722,,"[Afinidad: 68/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
7ca1ad59dab87f3d,2026-09-22 05:09,"ingeniero civil o transporte y vias , postgrado diseño vias, exp de cinco años en diseño vias",Gestión Vial Integral S.A.S.,63.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-o-transporte-y-vias-postgrado-diseno-vias-exp-de-cinco-anos-en-diseno-vias-en-bogota-dc-304CED66AD78096461373E686DCF3405,"$ 5.000.000,00 (Mensual)","[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
996d4431668c2172,2026-09-22 05:09,Ingeniero Civil o Ingeniero de Vías y Transporte,GCS CONSTRUCCIONES S A S,63.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-o-ingeniero-de-vias-y-transporte-se-requiere-posgrado-en-la-belleza-1E4C34A6305A99C961373E686DCF3405,,"[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
3465193d5051ccd2,2026-09-22 05:09,Ingeniero Civil Especialista en Vías – Residente de Interventoría,STRUCTONIA S.A.S.,63.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-especialista-en-vias-residente-de-interventoria-minimo-10-anos-de-experiencia-profesional-en-tocancipa-5FBA320FD2BEBCB561373E686DCF3405,"$ 4.250.000,00 (Mensual)","[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
540fc0f8d433dd02,2026-09-22 05:09,Ingeniero de infraestructura vial,INZIGNIA CONSTRUCTION S.A,63.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-infraestructura-vial-1886744406,,"[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
3d719b8e664390cc,2026-09-22 05:09,Especialista en Vías,Grupo Cal y Mayor,63.0%,Remoto,https://co.linkedin.com/jobs/view/especialista-en-v%C3%ADas-at-cal-y-mayor-4444576886,,"[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
cd1fbb60948260e1,2026-09-22 05:09,Modelador/a BIM en Civil 3D- Infraestructura,"IDOM Consulting, Engineering, Architecture",63.0%,Remoto,https://co.linkedin.com/jobs/view/modelador-a-bim-en-civil-3d-infraestructura-at-idom-consulting-engineering-architecture-4443664764,,"[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
9f470ed483d687e0,2026-09-22 05:09,Especialista HSE/SST,SOE 360,63.0%,Remoto,https://co.linkedin.com/jobs/view/especialista-hse-sst-at-soe-360-4468830991,,[Afinidad: 63/100 - Afinidad Moderada] Alta coincidencia en gestión de Seguridad y Salud en el Trabajo (SST). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
b61ad1aa15c22ca5,2026-09-22 03:17,Inspector sst y seguridad vial motorizado - zona sabana norte,ATIEMPO S.A.S,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/inspector-sst-y-seguridad-vial-motorizado-zona-sabana-norte-chia-cota-zipaquira-tabio-y-tenjo-1886766982,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
eaa28269212c2ec6,2026-09-22 03:17,Analista sst / plan estratégico de seguridad vial-bogotá,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-sst-plan-estrategico-de-seguridad-vialbogota-1886767391,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
06f094ce9d5aac78,2026-09-22 05:09,Profesional en seguridad y salud en el trabajo - pereira | seguridad vial,ADECCO COLOMBIA S A,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/profesional-en-seguridad-y-salud-en-el-trabajo-pereira-seguridad-vial-1886747053,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
e9d56941eaea2d73,2026-09-22 05:09,Inspector sst y seguridad vial motorizado - zona sabana norte,ATIEMPO S.A.S,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/inspector-sst-y-seguridad-vial-motorizado-zona-sabana-norte-chia-cota-zipaquira-tabio-y-tenjo-1886766982,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
1577b8627227b7b9,2026-09-22 05:09,Analista sst / plan estratégico de seguridad vial-bogotá,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-sst-plan-estrategico-de-seguridad-vialbogota-1886767391,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
4d2a4ed8de3a33cf,2026-09-22 05:09,Director de proyecto idu,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/director-de-proyecto-idu-1886749675,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad parcial en infraestructura vial y transporte. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
6d0f6220edda6c00,2026-09-22 05:09,Profesional en sst (pesv) - bogotá,Quirón Prevención Colombia S.A.S,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/profesional-en-sst-pesv-bogota-1886764924,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
d08c11f2965be02b,2026-09-22 05:09,Psicóloga (o) senior especialista sst,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/psicologa-o-senior-especialista-sst-1886752312,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
b00bfc12c3eebd36,2026-09-22 05:09,Cali - psicóloga (o) senior especialista sst- independiente,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/cali-psicologa-o-senior-especialista-sst-independiente-1886761400,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
273669711cd789c2,2026-09-22 05:09,Tecnico en sst- con licencia en sst experto en pesv - bogota,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-en-sst-con-licencia-en-sst-experto-en-pesv-bogota-1886764118,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado. Observación: Requiere Licencia en Seguridad y Salud en el Trabajo (SST) vigente.,Nueva,
2f0067eb2449c438,2026-09-22 05:09,Jefe de prevención de riesgos laborales sst,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/jefe-de-prevencion-de-riesgos-laborales-sst-1886769416,,[Afinidad: 60/100 - Afinidad Moderada] Alta coincidencia en gestión de Seguridad y Salud en el Trabajo (SST). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
44316258861df5d1,2026-09-22 05:09,Profesional en seguridad y salud en el trabajo - pereira | experiencia en pesv,ADECCO COLOMBIA S A,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/profesional-en-seguridad-y-salud-en-el-trabajo-pereira-experiencia-en-pesv-1886758149,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
76884e88c622ce0a,2026-09-22 05:09,Analista sst / plan estratégico de seguridad vial,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/analista-sst-plan-estrategico-de-seguridad-vial-1886767397,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
43d7b93a9eb1329d,2026-09-22 05:09,Tecnologo en sst- experto en pesv - bogota,Confidencial,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnologo-en-sst-experto-en-pesv-bogota-1886763258,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
b7c231a34a86de79,2026-09-22 05:09,Tecnico o tecnologo en sst // exp pesv,Quirón Prevención Colombia S.A.S,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-o-tecnologo-en-sst-exp-pesv-1886748107,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
7293efcccc03c71c,2026-09-22 05:09,Tecnico o tecnologo en sst // exp pesv,Quirón Prevención Colombia S.A.S,60.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/tecnico-o-tecnologo-en-sst-exp-pesv-1886748681,,[Afinidad: 60/100 - Afinidad Moderada] Afinidad moderada con componentes de vías e infraestructura y seguridad laboral. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
6397c4e43d0ce4c8,2026-09-22 03:17,Ingeniero de vías y transporte,KMA CONSTRUCCIONES SAS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-vias-y-transporte-1886755352,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
4a585f361f9a3cde,2026-09-22 03:17,Ingeniero residente de vias,TERMOTECNICA COINDUSTRIAL SAS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-residente-de-vias-1886762445,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
65a123f37ecb61a2,2026-09-22 03:17,Ingeniero/a de Vías Férreas,"IDOM Consulting, Engineering, Architecture",58.0%,Remoto,https://co.linkedin.com/jobs/view/ingeniero-a-de-v%C3%ADas-f%C3%A9rreas-at-idom-consulting-engineering-architecture-4443714860,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
fceb07cf99a43a15,2026-09-22 05:09,Ingeniero Residente en Proyectos vías,KMA CONSTRUCCIONES S.A.S,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-residente-en-proyectos-vias-nacional-en-curumani-3E969F0AD9C6204861373E686DCF3405,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
407bff46acf8d5b9,2026-09-22 05:09,Director(a) de Seguridad y Salud en el Trabajo — SST Bogotá D.C. Presencial,FIREKEY SAS,58.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-directora-de-seguridad-y-salud-en-el-trabajo-sst-bogota-dc-presencial-contrato-a-termino-indefinido-suba-en-bogota-dc-C37E7111DB44BE2D61373E686DCF3405,"$ 2.699.999,00 (Mensual)",[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia en gestión de Seguridad y Salud en el Trabajo (SST). Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
c100150b8992d885,2026-09-22 05:09,Ingeniero residente de vias,TERMOTECNICA COINDUSTRIAL SAS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-residente-de-vias-1886762445,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
fb3f5f47762bcd6a,2026-09-22 05:09,Ingeniero de vías y transporte,KMA CONSTRUCCIONES SAS,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-de-vias-y-transporte-1886755352,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
ed126154bb93d557,2026-09-22 05:09,Ingeniero residente de vias y urbanismo,METRO LINEA 1 S.A.S.,58.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/ingeniero-residente-de-vias-y-urbanismo-1886764375,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: 100% Remoto en Colombia confirmado.",Nueva,
mock_edge_011,2026-09-23 09:45,Ingeniero/a consultor vias y seguridad,Consultores Generales,58.0%,Desconocido,https://co.computrabajo.com/ofertas-de-trabajo/mock-edge-011,,"[Afinidad: 58/100 - Afinidad Moderada] Alta coincidencia técnica en infraestructura vial, diseño geométrico y pavimentos. Modalidad: Modalidad no declarada o por verificar.",Nueva,
b1adf833f3af1052,2026-09-22 03:17,Coordinador de área ambiental y calidad - líder de sostenibilidad ambiental - ingeniero /hseq,Confidencial,55.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-area-ambiental-y-calidad-lider-de-sostenibilidad-ambiental-ingeniero-hseq-1886755446,,[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
fc5dd04f5bd144ee,2026-09-22 03:27,Fisioterapeuta Especialista en SST,Gi Group Colombia,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-fisioterapeuta-especialista-en-sst-en-bogota-dc-076F583656B7841761373E686DCF3405,"$ 4.000.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
3262fc198936542f,2026-09-22 05:09,Ingeniero industrial especialista SST,ACTIVOS S A S,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-industrial-especialista-sst-en-yumbo-74CF6CB934E4D36B61373E686DCF3405,"$ 4.104.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
d2ad2ff9acd6839f,2026-09-22 05:09,Ingeniero eléctrico o electrónico Especialista en SST,ACTIVOS S A S,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-electrico-o-electronico-especialista-en-sst-en-barranquilla-D72EF1BA5326962B61373E686DCF3405,"$ 3.477.600,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
3808b33644911513,2026-09-22 05:09,Fisioterapeuta Especialista en SST / Contratacion Inmediata / Empresa de Servicios Ocupacionales,Contrate S.A.S,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-fisioterapeuta-especialista-en-sst-contratacion-inmediata-empresa-de-servicios-ocupacionales-bogota-dc-en-bogota-dc-954F6FA5DE8740B761373E686DCF3405,"$ 3.500.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
286ae83bbe142964,2026-09-22 05:09,Optómetra Especialista en SST / Contratacion Inmediata / Empresa de Servicios Ocupacionales,Contrate S.A.S,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-optometra-especialista-en-sst-contratacion-inmediata-empresa-de-servicios-ocupacionales-medellin-area-metropolitana-en-medellin-D831B69F40C7F74661373E686DCF3405,"$ 4.800.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
076e18f5f418f801,2026-09-22 05:09,Fonoaudiólogo(a) Especialista en SST,Colmedicos S.A.S,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-fonoaudiologoa-especialista-en-sst-medellin-medio-tiempo-en-medellin-D90159B0E2B69D2361373E686DCF3405,"$ 1.805.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
e8acf791a5020cbe,2026-09-22 05:09,Fisioterapeuta especialista SST,Importante empresa del sector,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-fisioterapeuta-especialista-sst-bogota-en-bogota-dc-3627E6618E738BBF61373E686DCF3405,,[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
2695132e0a8dfc40,2026-09-22 05:09,Ingeniero/a químico/a especialista en SST,AGENCIA DE EMPLEO COMFAMA,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-quimicoa-especialista-en-sst-en-medellin-A54414235252C3E061373E686DCF3405,"$ 5.040.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
1c1d8e4983dc33f4,2026-09-22 05:09,Ingeniero ambiental Especialista SST,Importante empresa del sector,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-ambiental-especialista-sst-en-itagui-DCE95A795F77267C61373E686DCF3405,"$ 4.000.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
7a6cd20b57cbdef4,2026-09-22 05:09,Coordinador de SST,PERSOM S.A.S,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-sst-en-bogota-dc-F63CA2164CED78C361373E686DCF3405,"$ 3.257.687,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
215938c628e41120,2026-09-22 05:09,Ingeniero Civil proyectos Infraestructura,Eficacia,55.0%,Remoto,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-proyectos-infraestructura-cali-valle-en-cali-03949569B6DE5E3061373E686DCF3405,"$ 1.750.000,00 (Mensual)",[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en infraestructura vial y transporte. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
d40d792e0c65305f,2026-09-22 05:09,Coordinador de área ambiental y calidad - líder de sostenibilidad ambiental - ingeniero /hseq,Confidencial,55.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-area-ambiental-y-calidad-lider-de-sostenibilidad-ambiental-ingeniero-hseq-1886755446,,[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
5333f11a5d9ddaf0,2026-09-22 05:09,Cali -consultor psicólogo especialista sst independiente,Confidencial,55.0%,Remoto,https://www.elempleo.com/co/ofertas-trabajo/cali-consultor-psicologo-especialista-sst-independiente-1886768154,,[Afinidad: 55/100 - Afinidad Moderada] Afinidad parcial en seguridad y salud ocupacional. Modalidad: 100% Remoto en Colombia confirmado.,Nueva,
